race,height,weight,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,density
human,64,142,30,11,10,14,13,14,12,2.21875
human,59,122,30,10,13,15,10,10,12,2.0677966101694913
human,64,142,30,13,13,16,13,11,11,2.21875
human,59,125,30,9,12,13,12,12,15,2.1186440677966103
human,75,262,30,15,15,16,14,15,9,3.493333333333333
human,68,146,30,14,13,14,16,13,12,2.1470588235294117
human,73,178,30,13,14,11,15,16,13,2.4383561643835616
human,67,154,30,14,11,9,13,14,16,2.298507462686567
human,65,164,30,13,11,15,17,7,18,2.523076923076923
human,70,166,30,17,11,14,14,9,11,2.3714285714285714
human,59,125,30,15,17,15,12,13,16,2.1186440677966103
human,61,130,30,18,16,13,14,13,17,2.1311475409836067
human,72,190,30,16,17,17,8,16,15,2.638888888888889
human,65,146,30,15,10,12,16,10,9,2.246153846153846
human,61,145,30,11,13,18,10,14,10,2.377049180327869
human,61,125,30,18,15,13,14,11,13,2.0491803278688523
human,74,200,30,13,10,18,13,13,13,2.7027027027027026
human,69,175,30,11,12,14,11,12,18,2.536231884057971
human,65,155,30,12,9,15,15,17,10,2.3846153846153846
human,69,188,30,17,16,10,12,16,15,2.7246376811594204
human,64,158,30,9,14,11,12,17,18,2.46875
human,65,155,30,12,11,13,11,10,19,2.3846153846153846
human,72,190,30,12,16,6,16,15,9,2.638888888888889
human,69,162,30,12,13,17,15,17,12,2.347826086956522
human,69,214,30,15,16,10,14,10,8,3.101449275362319
human,66,160,30,8,14,11,13,15,17,2.4242424242424243
human,67,143,30,15,15,18,11,15,16,2.1343283582089554
human,71,140,30,12,9,15,11,14,18,1.971830985915493
human,65,173,30,15,12,11,16,13,11,2.6615384615384614
human,68,182,30,14,12,12,13,17,6,2.676470588235294
human,75,148,30,13,13,17,14,13,17,1.9733333333333334
human,70,208,30,15,10,11,15,13,11,2.9714285714285715
human,72,174,30,15,12,14,15,12,15,2.4166666666666665
human,68,158,30,13,12,14,16,14,11,2.323529411764706
human,65,155,30,13,14,13,17,15,11,2.3846153846153846
human,69,188,30,15,16,13,11,10,11,2.7246376811594204
human,61,145,30,13,11,14,13,15,15,2.377049180327869
human,73,246,30,13,8,10,11,14,19,3.3698630136986303
human,65,182,30,11,13,11,16,14,13,2.8
human,59,125,30,14,15,15,14,15,16,2.1186440677966103
human,70,194,30,19,14,16,14,15,13,2.7714285714285714
human,70,138,30,12,10,11,18,15,10,1.9714285714285715
human,66,150,30,14,13,13,11,16,11,2.272727272727273
human,66,150,30,8,12,10,13,6,16,2.272727272727273
human,68,170,30,15,16,15,11,9,16,2.5
human,63,152,30,17,14,16,15,14,17,2.4126984126984126
human,64,166,30,14,10,16,11,12,10,2.59375
human,64,166,30,17,13,10,13,8,10,2.59375
human,73,195,30,13,13,16,16,14,9,2.671232876712329
human,65,173,30,11,13,11,15,17,16,2.6615384615384614
human,61,135,30,15,17,12,10,11,15,2.2131147540983607
human,62,146,30,11,16,12,10,14,13,2.3548387096774195
human,68,158,30,18,18,11,17,13,15,2.323529411764706
human,71,185,30,13,9,12,17,12,13,2.6056338028169015
human,64,142,30,14,11,12,14,11,9,2.21875
human,65,146,30,13,14,15,16,17,11,2.246153846153846
human,63,145,30,15,11,11,14,12,18,2.3015873015873014
human,66,170,30,11,13,12,18,6,10,2.5757575757575757
human,63,166,30,15,13,15,14,14,11,2.634920634920635
human,59,125,30,11,16,17,16,12,11,2.1186440677966103
human,63,145,30,16,11,16,10,11,13,2.3015873015873014
human,70,180,30,18,15,14,13,14,12,2.5714285714285716
human,67,187,30,13,10,13,16,12,14,2.791044776119403
human,71,155,30,15,13,12,10,12,19,2.183098591549296
human,63,159,30,8,15,17,14,14,15,2.5238095238095237
human,63,145,30,18,13,9,10,13,11,2.3015873015873014
human,74,254,30,13,16,11,11,6,15,3.4324324324324325
human,70,208,30,15,17,9,16,16,19,2.9714285714285715
human,67,132,30,11,9,16,17,9,9,1.9701492537313432
human,70,180,30,12,11,12,16,15,15,2.5714285714285716
human,69,175,30,10,14,13,15,9,16,2.536231884057971
human,71,185,30,13,13,17,14,14,10,2.6056338028169015
human,58,120,30,15,12,15,17,17,5,2.0689655172413794
human,62,152,30,11,13,15,15,13,16,2.4516129032258065
human,71,230,30,18,16,8,13,14,17,3.23943661971831
human,61,140,30,11,17,16,16,8,13,2.2950819672131146
human,64,150,30,17,10,10,14,11,13,2.34375
human,66,130,30,11,7,14,15,8,13,1.9696969696969697
human,73,178,30,8,12,11,14,18,11,2.4383561643835616
human,67,132,30,15,15,12,12,12,19,1.9701492537313432
human,63,131,30,9,13,13,17,16,14,2.0793650793650795
human,69,175,30,12,10,13,16,9,19,2.536231884057971
human,71,215,30,11,17,11,14,17,8,3.028169014084507
human,65,164,30,15,8,10,10,14,9,2.523076923076923
human,67,187,30,10,10,16,14,16,15,2.791044776119403
human,65,182,30,18,15,16,11,15,15,2.8
human,72,142,30,8,10,14,11,14,13,1.9722222222222223
human,65,155,30,15,17,16,15,11,14,2.3846153846153846
human,68,170,30,17,15,14,6,14,16,2.5
human,58,120,30,13,17,10,14,13,8,2.0689655172413794
human,63,145,30,7,15,10,17,17,11,2.3015873015873014
human,64,142,30,17,13,12,12,16,11,2.21875
human,66,140,30,9,8,12,13,13,14,2.121212121212121
human,68,170,30,11,13,6,14,15,10,2.5
human,62,152,30,8,13,6,12,11,14,2.4516129032258065
human,64,150,30,12,11,15,14,12,14,2.34375
human,69,149,30,12,15,8,16,13,16,2.1594202898550723
human,62,134,30,16,17,12,16,10,12,2.161290322580645
human,63,145,30,15,16,8,10,13,11,2.3015873015873014
human,62,134,30,12,12,8,13,15,18,2.161290322580645
human,67,176,30,15,14,10,9,12,8,2.626865671641791
human,66,150,30,16,17,14,12,7,15,2.272727272727273
human,66,180,30,17,12,15,16,14,14,2.727272727272727
human,73,212,30,10,13,13,18,13,18,2.904109589041096
human,72,222,30,9,17,16,12,9,17,3.0833333333333335
human,74,146,30,11,8,14,15,12,11,1.972972972972973
human,62,146,30,14,17,14,15,15,14,2.3548387096774195
human,66,170,30,14,13,14,14,13,12,2.5757575757575757
human,69,175,30,13,9,14,15,11,16,2.536231884057971
human,59,131,30,14,11,11,14,15,13,2.2203389830508473
human,68,194,30,10,15,15,16,11,8,2.8529411764705883
human,70,166,30,13,12,12,10,17,9,2.3714285714285714
human,69,149,30,16,11,17,12,14,14,2.1594202898550723
human,70,152,30,13,11,12,17,10,13,2.1714285714285713
human,76,170,30,12,16,8,10,14,15,2.236842105263158
human,60,138,30,18,11,13,14,15,14,2.3
human,62,152,30,12,9,9,17,13,16,2.4516129032258065
human,65,182,30,15,15,9,13,16,14,2.8
human,66,180,30,8,15,13,13,11,15,2.727272727272727
human,74,254,30,17,9,15,8,17,11,3.4324324324324325
human,68,170,30,15,11,14,8,14,17,2.5
human,64,150,30,9,15,9,14,14,9,2.34375
human,68,182,30,11,10,14,15,9,13,2.676470588235294
human,67,165,30,12,12,13,13,11,19,2.462686567164179
human,62,140,30,16,14,13,16,16,10,2.2580645161290325
human,68,170,30,14,10,8,13,18,16,2.5
human,68,170,30,17,11,14,12,14,12,2.5
human,72,190,30,16,17,15,10,16,9,2.638888888888889
human,66,170,30,8,13,12,16,15,14,2.5757575757575757
human,70,222,30,15,17,12,14,7,12,3.1714285714285713
human,66,160,30,14,19,12,14,17,14,2.4242424242424243
human,68,134,30,8,16,9,17,12,14,1.9705882352941178
human,72,158,30,14,15,11,11,15,13,2.1944444444444446
human,71,200,30,14,13,19,13,13,15,2.816901408450704
human,69,149,30,10,16,8,19,17,12,2.1594202898550723
human,68,182,30,5,16,8,14,11,15,2.676470588235294
human,72,190,30,15,19,10,12,7,11,2.638888888888889
human,74,182,30,10,12,15,15,11,12,2.4594594594594597
human,74,254,30,11,16,11,7,15,11,3.4324324324324325
human,60,126,30,16,15,15,15,11,15,2.1
human,67,165,30,14,12,16,15,12,14,2.462686567164179
human,75,186,30,11,12,11,15,16,16,2.48
human,72,158,30,13,13,12,16,14,14,2.1944444444444446
human,62,152,30,11,13,10,16,12,8,2.4516129032258065
human,58,114,30,17,11,16,16,17,12,1.9655172413793103
human,64,158,30,17,16,15,9,7,18,2.46875
human,70,138,30,16,14,14,10,15,19,1.9714285714285715
human,72,190,30,12,13,16,15,15,17,2.638888888888889
human,69,149,30,18,16,15,13,14,14,2.1594202898550723
human,70,180,30,11,16,12,18,13,12,2.5714285714285716
human,63,131,30,14,13,19,19,11,14,2.0793650793650795
human,71,200,30,13,11,12,15,13,18,2.816901408450704
human,63,124,30,16,16,11,10,14,16,1.9682539682539681
human,67,154,30,18,13,13,17,14,16,2.298507462686567
human,70,194,30,17,10,11,14,12,16,2.7714285714285714
human,64,166,30,16,16,8,14,13,16,2.59375
human,70,180,30,15,17,10,16,10,17,2.5714285714285716
human,62,134,30,11,17,18,13,14,17,2.161290322580645
human,67,165,30,14,13,10,13,7,11,2.462686567164179
human,69,175,30,11,14,10,19,11,18,2.536231884057971
human,62,134,30,16,13,12,8,11,15,2.161290322580645
human,74,200,30,16,14,16,14,17,11,2.7027027027027026
human,65,164,30,14,13,14,11,19,13,2.523076923076923
human,62,140,30,18,14,17,17,16,15,2.2580645161290325
human,66,150,30,15,18,13,16,15,8,2.272727272727273
human,70,152,30,10,14,10,11,13,13,2.1714285714285713
human,69,201,30,13,17,16,13,15,13,2.9130434782608696
human,75,167,30,13,18,13,12,13,11,2.2266666666666666
human,69,201,30,7,7,13,12,12,13,2.9130434782608696
human,68,134,30,11,14,10,19,17,17,1.9705882352941178
human,65,137,30,12,12,16,13,13,11,2.1076923076923078
human,70,194,30,15,14,13,5,15,16,2.7714285714285714
human,69,175,30,14,15,10,11,15,12,2.536231884057971
human,63,159,30,16,15,15,15,10,12,2.5238095238095237
human,66,190,30,16,12,11,16,13,7,2.878787878787879
human,70,180,30,10,14,13,12,14,13,2.5714285714285716
human,72,238,30,14,18,16,11,16,7,3.3055555555555554
human,72,174,30,16,13,8,15,18,11,2.4166666666666665
human,62,134,30,15,16,12,13,14,9,2.161290322580645
human,69,175,30,15,18,10,9,15,12,2.536231884057971
human,70,180,30,11,15,16,9,11,10,2.5714285714285716
human,70,138,30,10,18,16,10,9,9,1.9714285714285715
human,66,150,30,13,12,18,16,16,14,2.272727272727273
human,63,138,30,15,11,14,12,14,11,2.1904761904761907
human,71,185,30,14,15,15,6,11,15,2.6056338028169015
human,61,140,30,14,14,14,9,13,19,2.2950819672131146
human,65,155,30,14,17,11,14,10,14,2.3846153846153846
human,70,166,30,13,5,14,12,10,10,2.3714285714285714
human,70,180,30,11,13,13,16,15,10,2.5714285714285716
human,72,190,30,17,13,19,10,14,10,2.638888888888889
human,65,137,30,8,10,15,11,15,15,2.1076923076923078
human,60,118,30,13,18,17,13,18,17,1.9666666666666666
human,68,194,30,14,16,13,17,15,9,2.8529411764705883
human,63,159,30,13,14,12,12,14,13,2.5238095238095237
human,60,130,30,18,13,19,10,15,8,2.1666666666666665
human,66,150,30,17,15,14,12,14,13,2.272727272727273
human,66,130,30,9,11,13,10,11,10,1.9696969696969697
human,73,161,30,7,16,14,9,8,15,2.2054794520547945
human,69,162,30,14,9,11,14,11,13,2.347826086956522
human,67,154,30,16,11,11,15,12,14,2.298507462686567
human,62,140,30,15,14,14,11,11,11,2.2580645161290325
human,66,190,30,12,16,13,9,16,12,2.878787878787879
human,58,122,30,12,18,14,13,15,14,2.103448275862069
human,72,206,30,14,14,15,11,11,13,2.861111111111111
human,70,194,30,10,14,18,12,12,13,2.7714285714285714
human,76,190,30,12,12,10,12,7,13,2.5
human,72,190,30,13,13,12,15,13,8,2.638888888888889
human,69,162,30,16,11,12,12,19,9,2.347826086956522
human,69,214,30,15,15,10,17,15,11,3.101449275362319
human,64,150,30,13,16,12,13,16,15,2.34375
human,65,137,30,16,14,14,19,16,11,2.1076923076923078
human,68,170,30,11,12,11,14,10,16,2.5
human,74,218,30,9,14,17,7,15,12,2.945945945945946
human,65,137,30,14,11,12,11,18,7,2.1076923076923078
human,63,152,30,13,12,10,15,12,13,2.4126984126984126
human,76,150,30,13,9,10,12,10,14,1.9736842105263157
human,72,174,30,13,19,13,14,12,15,2.4166666666666665
human,69,136,30,15,18,14,14,17,16,1.9710144927536233
human,66,170,30,13,13,12,12,14,8,2.5757575757575757
human,61,150,30,16,16,17,14,12,15,2.459016393442623
human,64,158,30,15,13,19,12,13,16,2.46875
human,72,190,30,15,16,12,14,11,11,2.638888888888889
human,70,208,30,13,11,16,14,16,14,2.9714285714285715
human,64,150,30,11,16,17,10,11,12,2.34375
human,75,224,30,15,13,13,6,14,9,2.986666666666667
human,66,130,30,16,15,15,10,7,13,1.9696969696969697
human,61,135,30,8,14,16,14,18,14,2.2131147540983607
human,73,161,30,14,10,14,15,17,15,2.2054794520547945
human,62,134,30,13,15,15,16,14,11,2.161290322580645
human,64,142,30,6,16,11,15,13,18,2.21875
human,68,170,30,14,14,13,15,19,18,2.5
human,70,166,30,14,12,17,9,12,11,2.3714285714285714
human,63,138,30,14,15,10,9,17,14,2.1904761904761907
human,64,150,30,15,12,11,12,17,12,2.34375
human,64,142,30,10,10,9,12,16,13,2.21875
human,70,180,30,14,17,6,12,16,13,2.5714285714285716
human,70,180,30,7,16,15,15,17,13,2.5714285714285716
human,69,162,30,10,11,14,8,12,17,2.347826086956522
human,61,140,30,14,14,14,15,16,11,2.2950819672131146
human,71,200,30,14,11,13,12,14,7,2.816901408450704
human,67,154,30,18,15,11,17,13,15,2.298507462686567
human,67,176,30,14,9,15,10,19,18,2.626865671641791
human,65,137,30,11,14,9,16,17,13,2.1076923076923078
human,61,140,30,13,10,16,18,8,15,2.2950819672131146
human,67,143,30,10,13,11,16,6,12,2.1343283582089554
human,60,130,30,11,12,14,13,11,15,2.1666666666666665
human,67,176,30,15,15,14,17,17,15,2.626865671641791
human,74,164,30,15,14,11,13,11,13,2.2162162162162162
human,76,190,30,8,11,14,16,16,16,2.5
human,74,182,30,11,13,11,13,13,8,2.4594594594594597
human,74,218,30,15,13,10,19,14,16,2.945945945945946
human,74,236,30,12,17,14,13,12,6,3.189189189189189
human,65,182,30,12,17,10,14,18,9,2.8
human,70,194,30,13,11,8,11,10,14,2.7714285714285714
human,69,162,30,13,12,10,9,12,12,2.347826086956522
human,68,170,30,17,12,14,13,14,12,2.5
human,62,158,30,15,17,16,9,17,14,2.5483870967741935
human,62,146,30,13,15,10,15,12,13,2.3548387096774195
human,74,254,30,15,16,12,15,12,15,3.4324324324324325
human,63,159,30,15,15,13,14,8,14,2.5238095238095237
human,62,152,30,14,16,13,11,14,15,2.4516129032258065
human,64,150,30,11,15,18,17,13,15,2.34375
human,70,166,30,8,14,16,9,16,15,2.3714285714285714
human,69,188,30,12,14,18,13,16,11,2.7246376811594204
human,66,170,30,11,13,13,15,9,6,2.5757575757575757
human,71,170,30,14,8,18,18,16,15,2.3943661971830985
human,69,162,30,14,5,11,13,16,9,2.347826086956522
human,71,200,30,14,12,14,14,8,15,2.816901408450704
human,67,165,30,15,10,12,13,18,14,2.462686567164179
human,64,126,30,11,10,15,13,17,16,1.96875
human,63,166,30,15,12,15,18,15,14,2.634920634920635
human,59,128,30,10,10,14,12,15,14,2.169491525423729
human,66,160,30,11,13,17,16,16,12,2.4242424242424243
human,63,145,30,15,13,12,12,15,18,2.3015873015873014
human,71,170,30,17,8,17,16,13,15,2.3943661971830985
human,63,124,30,15,15,15,9,17,11,1.9682539682539681
human,64,150,30,15,10,10,12,9,15,2.34375
human,61,145,30,13,17,13,11,16,11,2.377049180327869
human,68,158,30,15,13,19,13,14,13,2.323529411764706
human,66,130,30,11,17,13,19,16,12,1.9696969696969697
human,67,143,30,18,12,14,9,16,9,2.1343283582089554
human,68,182,30,9,10,11,18,12,15,2.676470588235294
human,76,190,30,15,11,8,18,10,8,2.5
human,65,173,30,13,12,15,12,13,14,2.6615384615384614
human,58,120,30,11,14,15,16,12,16,2.0689655172413794
human,71,200,30,17,16,14,14,13,6,2.816901408450704
human,66,130,30,14,14,14,11,16,10,1.9696969696969697
human,71,185,30,10,10,12,15,17,15,2.6056338028169015
human,68,170,30,16,10,15,12,16,12,2.5
human,61,120,30,9,15,13,13,13,13,1.9672131147540983
human,68,194,30,17,13,15,11,13,18,2.8529411764705883
human,67,143,30,13,14,19,16,11,15,2.1343283582089554
human,68,170,30,12,14,10,19,14,16,2.5
human,64,166,30,14,14,14,16,12,12,2.59375
human,64,166,30,11,15,13,16,13,15,2.59375
human,67,143,30,10,16,11,10,16,13,2.1343283582089554
human,71,200,30,14,13,16,12,12,16,2.816901408450704
human,71,200,30,16,17,15,12,10,12,2.816901408450704
human,69,175,30,14,9,10,17,14,12,2.536231884057971
human,64,150,30,11,10,13,17,14,13,2.34375
human,75,186,30,14,13,13,13,13,14,2.48
human,70,138,30,15,15,12,17,15,13,1.9714285714285715
human,64,158,30,11,17,14,14,13,16,2.46875
human,68,170,30,12,16,9,15,15,18,2.5
human,59,128,30,11,11,10,15,12,14,2.169491525423729
human,62,140,30,13,13,19,17,12,13,2.2580645161290325
human,66,140,30,17,14,15,12,13,7,2.121212121212121
human,66,170,30,13,14,10,18,10,7,2.5757575757575757
human,70,194,30,18,11,16,13,12,17,2.7714285714285714
human,66,150,30,12,13,13,17,13,17,2.272727272727273
human,70,194,30,17,16,15,9,18,14,2.7714285714285714
human,67,154,30,15,15,11,8,14,10,2.298507462686567
human,66,150,30,17,17,11,12,12,15,2.272727272727273
human,68,170,30,16,8,13,13,10,13,2.5
human,65,155,30,12,13,18,14,15,12,2.3846153846153846
human,66,140,30,19,18,9,11,14,12,2.121212121212121
human,68,182,30,16,13,12,17,10,12,2.676470588235294
human,68,170,30,16,14,10,14,19,11,2.5
human,68,182,30,11,14,18,16,16,17,2.676470588235294
human,65,173,30,6,13,13,15,14,15,2.6615384615384614
human,68,158,30,12,13,15,13,12,14,2.323529411764706
human,66,150,30,12,12,14,16,16,13,2.272727272727273
human,60,118,30,12,14,19,14,17,15,1.9666666666666666
human,66,160,30,14,17,12,15,15,13,2.4242424242424243
human,62,140,30,12,13,16,11,17,10,2.2580645161290325
human,71,230,30,15,13,10,15,16,12,3.23943661971831
human,71,140,30,13,16,14,12,10,12,1.971830985915493
human,67,187,30,11,11,13,14,15,15,2.791044776119403
human,62,146,30,15,17,10,13,11,7,2.3548387096774195
human,65,137,30,8,10,12,15,18,14,2.1076923076923078
human,62,134,30,16,16,12,13,12,12,2.161290322580645
human,65,173,30,11,16,19,8,14,13,2.6615384615384614
human,62,158,30,17,18,16,18,7,10,2.5483870967741935
human,70,208,30,18,11,16,10,8,9,2.9714285714285715
human,74,146,30,9,10,9,14,10,12,1.972972972972973
human,71,200,30,17,6,12,10,16,15,2.816901408450704
human,75,205,30,16,8,17,10,5,6,2.7333333333333334
human,63,138,30,13,10,10,13,13,13,2.1904761904761907
human,63,131,30,17,11,14,14,19,16,2.0793650793650795
human,66,190,30,11,12,13,15,10,13,2.878787878787879
human,64,158,30,15,12,11,19,15,15,2.46875
human,71,200,30,16,12,15,12,12,14,2.816901408450704
human,70,194,30,16,13,15,14,11,11,2.7714285714285714
human,67,176,30,11,15,13,8,14,17,2.626865671641791
human,64,158,30,10,16,14,12,16,14,2.46875
human,71,200,30,15,12,13,6,17,14,2.816901408450704
human,68,182,30,15,12,9,14,10,15,2.676470588235294
human,69,201,30,14,16,16,17,9,7,2.9130434782608696
human,65,155,30,12,12,16,14,7,11,2.3846153846153846
human,59,125,30,17,16,11,13,15,10,2.1186440677966103
human,68,146,30,11,13,17,10,18,13,2.1470588235294117
human,67,154,30,10,16,15,15,17,13,2.298507462686567
human,67,165,30,7,13,11,17,14,15,2.462686567164179
human,65,173,30,13,17,7,7,10,15,2.6615384615384614
human,62,146,30,11,16,14,17,14,6,2.3548387096774195
human,72,222,30,13,11,15,10,14,17,3.0833333333333335
human,67,198,30,18,14,16,13,18,16,2.955223880597015
human,64,158,30,12,13,14,14,16,11,2.46875
human,63,131,30,12,15,15,12,18,16,2.0793650793650795
human,72,222,30,14,11,16,13,18,14,3.0833333333333335
human,62,158,30,17,12,17,12,16,12,2.5483870967741935
human,72,174,30,18,15,16,10,13,13,2.4166666666666665
human,66,130,30,15,12,15,16,18,11,1.9696969696969697
human,71,170,30,11,16,16,11,11,17,2.3943661971830985
human,68,158,30,16,14,16,16,10,14,2.323529411764706
human,58,122,30,10,11,13,13,14,15,2.103448275862069
human,61,135,30,15,9,13,7,16,13,2.2131147540983607
human,71,185,30,10,13,9,15,16,12,2.6056338028169015
human,60,122,30,12,14,15,18,10,15,2.033333333333333
human,62,146,30,14,14,15,12,12,16,2.3548387096774195
human,67,154,30,15,12,13,15,8,13,2.298507462686567
human,73,161,30,6,15,17,17,13,9,2.2054794520547945
human,72,222,30,10,12,13,16,11,12,3.0833333333333335
human,60,126,30,18,16,14,19,9,14,2.1
human,62,122,30,13,18,13,12,12,10,1.967741935483871
human,70,208,30,17,14,15,16,6,11,2.9714285714285715
human,63,145,30,16,17,15,17,15,16,2.3015873015873014
human,72,222,30,13,9,8,10,13,13,3.0833333333333335
human,59,116,30,17,10,16,9,12,14,1.9661016949152543
human,68,158,30,11,12,17,16,16,7,2.323529411764706
human,65,164,30,9,9,14,11,16,13,2.523076923076923
human,62,134,30,14,17,16,10,14,11,2.161290322580645
human,68,182,30,15,16,14,14,9,12,2.676470588235294
human,68,194,30,10,13,9,7,17,11,2.8529411764705883
human,62,140,30,16,15,12,10,13,9,2.2580645161290325
human,69,149,30,12,12,8,10,14,15,2.1594202898550723
human,58,122,30,15,11,15,9,15,9,2.103448275862069
human,72,174,30,14,10,8,12,9,11,2.4166666666666665
human,66,170,30,18,10,15,11,7,8,2.5757575757575757
human,72,238,30,17,16,13,14,12,16,3.3055555555555554
human,63,166,30,16,9,9,10,12,16,2.634920634920635
human,68,170,30,10,13,8,10,13,11,2.5
human,68,194,30,11,11,12,17,12,15,2.8529411764705883
human,67,165,30,16,9,9,8,14,13,2.462686567164179
human,66,150,30,7,11,13,17,12,11,2.272727272727273
human,67,198,30,12,16,12,12,13,11,2.955223880597015
human,67,165,30,17,12,15,15,10,15,2.462686567164179
human,68,206,30,17,18,15,9,13,17,3.0294117647058822
human,60,142,30,13,13,17,9,8,10,2.3666666666666667
human,69,214,30,12,17,10,16,17,11,3.101449275362319
human,73,212,30,14,16,17,12,15,16,2.904109589041096
human,70,138,30,11,10,9,16,13,9,1.9714285714285715
human,63,138,30,12,15,16,17,14,12,2.1904761904761907
human,67,165,30,6,9,12,16,17,15,2.462686567164179
human,59,122,30,13,13,14,10,15,16,2.0677966101694913
human,61,135,30,8,12,14,11,14,11,2.2131147540983607
human,68,170,30,10,13,7,15,18,12,2.5
human,69,162,30,7,11,15,17,13,17,2.347826086956522
human,64,166,30,12,13,16,16,15,17,2.59375
human,68,170,30,10,13,12,11,16,10,2.5
human,64,126,30,9,8,12,13,13,8,1.96875
human,76,230,30,17,7,16,12,11,13,3.026315789473684
human,62,122,30,19,14,14,17,12,16,1.967741935483871
human,60,126,30,17,13,8,15,10,9,2.1
human,61,130,30,14,10,16,13,12,14,2.1311475409836067
human,69,136,30,14,14,9,12,18,10,1.9710144927536233
human,66,160,30,16,16,9,15,8,11,2.4242424242424243
human,71,215,30,17,12,11,13,10,7,3.028169014084507
human,74,218,30,15,16,13,14,17,17,2.945945945945946
human,67,154,30,11,12,14,18,15,11,2.298507462686567
human,71,155,30,14,8,17,15,15,10,2.183098591549296
human,63,145,30,14,14,11,17,17,7,2.3015873015873014
human,67,143,30,14,13,18,15,16,8,2.1343283582089554
human,71,170,30,16,12,11,12,14,16,2.3943661971830985
human,70,166,30,16,16,16,14,17,9,2.3714285714285714
human,66,160,30,13,18,10,17,13,19,2.4242424242424243
human,70,180,30,14,9,16,15,12,14,2.5714285714285716
human,70,180,30,16,13,9,10,13,17,2.5714285714285716
human,68,206,30,14,15,15,13,12,10,3.0294117647058822
human,67,143,30,14,15,16,15,13,7,2.1343283582089554
human,74,218,30,11,12,14,14,8,14,2.945945945945946
human,67,165,30,14,15,13,16,16,14,2.462686567164179
human,61,140,30,16,13,15,12,17,18,2.2950819672131146
human,61,125,30,13,11,11,16,9,13,2.0491803278688523
human,66,160,30,14,11,15,14,7,14,2.4242424242424243
human,59,128,30,14,13,16,15,16,12,2.169491525423729
human,68,134,30,14,15,17,12,13,12,1.9705882352941178
human,68,182,30,13,9,13,13,15,7,2.676470588235294
human,63,152,30,16,17,14,13,14,9,2.4126984126984126
human,73,161,30,13,13,13,16,11,15,2.2054794520547945
human,66,150,30,13,11,10,16,12,11,2.272727272727273
human,65,146,30,14,17,15,15,11,15,2.246153846153846
human,67,176,30,15,14,11,14,9,13,2.626865671641791
human,71,170,30,11,13,18,14,16,12,2.3943661971830985
human,67,154,30,11,16,13,14,15,15,2.298507462686567
human,67,154,30,14,11,13,11,16,16,2.298507462686567
human,63,166,30,15,9,10,11,12,18,2.634920634920635
human,72,206,30,13,18,16,11,9,12,2.861111111111111
human,64,142,30,16,12,15,16,11,16,2.21875
human,67,187,30,15,18,15,14,13,9,2.791044776119403
human,70,152,30,14,15,12,18,10,14,2.1714285714285713
human,72,222,30,16,13,11,6,15,10,3.0833333333333335
human,65,146,30,13,17,5,15,15,11,2.246153846153846
human,64,150,30,11,11,8,11,16,17,2.34375
human,58,120,30,17,14,13,9,15,12,2.0689655172413794
human,59,128,30,16,15,12,16,17,14,2.169491525423729
human,68,158,30,13,15,14,12,13,17,2.323529411764706
human,66,190,30,15,14,9,15,11,12,2.878787878787879
human,71,200,30,8,10,15,14,18,12,2.816901408450704
human,66,180,30,14,12,11,10,11,13,2.727272727272727
human,69,201,30,13,16,8,14,17,12,2.9130434782608696
human,67,176,30,15,14,14,17,14,12,2.626865671641791
human,67,187,30,15,12,12,12,17,9,2.791044776119403
human,62,158,30,13,17,15,18,16,17,2.5483870967741935
human,72,142,30,12,11,19,15,11,11,1.9722222222222223
human,60,130,30,14,9,16,13,15,16,2.1666666666666665
human,68,158,30,15,13,10,10,19,15,2.323529411764706
human,65,128,30,12,11,11,5,12,16,1.9692307692307693
human,61,145,30,12,13,18,13,14,16,2.377049180327869
human,68,194,30,13,12,13,19,15,13,2.8529411764705883
human,67,154,30,13,15,14,14,17,13,2.298507462686567
human,72,158,30,8,17,16,16,10,12,2.1944444444444446
human,66,140,30,17,11,16,18,17,15,2.121212121212121
human,64,126,30,13,16,14,14,14,12,1.96875
human,64,158,30,13,10,11,18,11,12,2.46875
human,63,152,30,12,13,8,11,14,13,2.4126984126984126
human,68,194,30,12,11,14,16,10,11,2.8529411764705883
human,72,190,30,15,13,15,12,12,18,2.638888888888889
human,69,149,30,17,13,13,14,10,15,2.1594202898550723
human,71,200,30,17,13,10,16,17,16,2.816901408450704
human,71,155,30,14,14,14,11,13,10,2.183098591549296
human,60,134,30,14,12,17,14,16,13,2.2333333333333334
human,65,128,30,15,13,14,11,13,14,1.9692307692307693
human,63,145,30,18,13,11,14,14,11,2.3015873015873014
human,67,176,30,10,13,12,11,6,16,2.626865671641791
human,70,152,30,10,9,16,16,17,9,2.1714285714285713
human,75,243,30,12,8,15,17,15,14,3.24
human,70,194,30,13,16,14,12,18,13,2.7714285714285714
human,61,130,30,9,11,13,16,14,18,2.1311475409836067
human,68,206,30,10,13,10,12,16,14,3.0294117647058822
human,71,185,30,13,16,9,15,17,12,2.6056338028169015
human,67,154,30,13,10,12,13,11,8,2.298507462686567
human,68,182,30,16,19,17,16,9,13,2.676470588235294
human,62,158,30,15,18,14,13,14,12,2.5483870967741935
human,59,116,30,15,14,12,15,16,16,1.9661016949152543
human,71,140,30,16,14,13,16,13,12,1.971830985915493
human,71,155,30,12,14,15,14,14,16,2.183098591549296
